address_1,address_2,city,state,postal_code,phone_number,restaurant_open_date,facility_type,permitid,x,y,geocode_status,geo_shape,geo_point_2d,BIZ_ID,biz_name,NAME_SENTIMENT,HEALTH_SCORE,NAME_SENTIMENT_CONFIDENCE
209 E WILLIAMS ST,NA,APEX,NC,27502,(301) 768-1305,2021-02-15,Mobile Food Units,22655,-78.85166491,35.72667311,M,"{""coordinates"": [-78.8516675774249, 35.726680173985415], ""type"": ""Point""}","35.726680173985415, -78.8516675774249",04092030522,MERKATO CAFE (WCID #813),very positive,100,0.31865188
687 MILLS PARK DR,NA,CARY,NC,27519,(919) 297-2995,2021-02-16,Restaurant,22657,-78.89712107,35.80863492,M,"{""coordinates"": [-78.8971237547297, 35.80864200000044], ""type"": ""Point""}","35.80864200000044, -78.8971237547297",04092018535,LOWES FOODS #262 DELI/CHEESE,very positive,97,0.36389726
5301 TIN ROOF WAY,NA,RALEIGH,NC,27616-6734,(919) 351-6668,2021-02-23,Restaurant,22668,-78.53911051,35.8634444,M,"{""coordinates"": [-78.53911308923006, 35.86345149654932], ""type"": ""Point""}","35.86345149654932, -78.53911308923006",04092018542,HEYDAY BREWING,very positive,96.5,0.4110611
8320 LITCHFORD  RD,SUITE 108,RALEIGH,NC,27615,(919) 593-2688,2021-03-17,Mobile Food Units,22716,-78.59988047,35.89223606,M,"{""coordinates"": [-78.59988307511415, 35.89224316772374], ""type"": ""Point""}","35.89224316772374, -78.59988307511415",04092030530,SOUTHERN FRIED LUMPIA (WCID #818),positive,97.5,0.3279358
3281 AVENT FERRY RD,STE 117,RALEIGH,NC,27606,(919) 821-7991,2021-03-22,Restaurant,22724,-78.69565546,35.76674009,M,"{""coordinates"": [-78.69565808337806, 35.76674716751408], ""type"": ""Point""}","35.76674716751408, -78.69565808337806",04092018563,DHARANI EXPRESS,very positive,96.5,0.30719587
4105 WAKE FOREST RD,NA,RALEIGH,NC,27609,(919) 872-9270,2021-03-23,Restaurant,22730,-78.61367305,35.83751608,M,"{""coordinates"": [-78.61367565877978, 35.83752316803519], ""type"": ""Point""}","35.83752316803519, -78.61367565877978",04092018569,WENDY'S,very positive,93.5,0.34429654
790 W WILLIAMS ST,NA,APEX,NC,27502,(919) 367-9483,2021-03-23,Restaurant,22738,-78.86423058,35.73836243,M,"{""coordinates"": [-78.86423325431655, 35.73836949655776], ""type"": ""Point""}","35.73836949655776, -78.86423325431655",04092018581,WENDY'S,very positive,98,0.34429654
1200 WAKE TOWN DR,NA,RALEIGH,NC,27609,(984) 960-5600,2020-10-29,Food Stand,22767,-78.62082881,35.82131683,M,"{""coordinates"": [-78.62083141306816, 35.82132392231978], ""type"": ""Point""}","35.82132392231978, -78.62083141306816",04092025350,WEGMANS #108 MEAT & DELI,very positive,97,0.33668262
2018 CLARK AVE,NA,RALEIGH,NC,27605,(984) 200-5455,2021-04-11,Restaurant,22782,-78.6602578,35.78996917,M,"{""coordinates"": [-78.66026041271535, 35.789976251337144], ""type"": ""Point""}","35.789976251337144, -78.66026041271535",04092018602,CAPE FEAR SEAFOOD COMPANY,very positive,96,0.32701468
337 SEMBLER LN,NA,CARY,NC,27519,(919) 377-2320,2021-04-14,Restaurant,22786,-78.90353622,35.82486983,M,"{""coordinates"": [-78.90353891061324, 35.824876910118476], ""type"": ""Point""}","35.824876910118476, -78.90353891061324",04092018604,TROPICAL SMOOTHIE NC 90,positive,96,0.29356685
135 S MAIN ST,NA,FUQUAY-VARINA,NC,27526,(984) 225-2035,2021-04-26,Restaurant,22818,-78.79933219,35.58320372,M,"{""coordinates"": [-78.79933484114058, 35.58321075465615], ""type"": ""Point""}","35.58321075465615, -78.79933484114058",04092018609,BRUS ON MAIN,neutral,99,0.29309168
1211 MARKET CENTER  DR,NA,MORRISVILLE,NC,27560,(919) 465-1079,2020-12-29,Restaurant,22589,-78.81476759,35.8080114,M,"{""coordinates"": [-78.81477025307576, 35.80801848060887], ""type"": ""Point""}","35.80801848060887, -78.81477025307576",04092018513,ANOTHER BROKEN EGG,very negative,94,0.78507197
1501 NC HWY 39,NA,ZEBULON,NC,27597,(919) 269-2287,2021-03-30,Food Stand,22771,-78.2688006,35.81739043,M,"{""coordinates"": [-78.268803103326, 35.81739753160276], ""type"": ""Point""}","35.81739753160276, -78.268803103326",04092025353,MUDCATS STAND #3,very positive,100,0.26524872
1401 NEW BERN AVE,NA,RALEIGH,NC,27610,(919) 821-2220,2021-04-29,Restaurant,22832,-78.61745339,35.78033026,M,"{""coordinates"": [-78.61745599449047, 35.78033733523947], ""type"": ""Point""}","35.78033733523947, -78.61745599449047",04092018617,CHURCH'S CHICKEN,positive,93,0.2626306
5426 SIX FORKS RD,NA,RALEIGH,NC,27609-4436,(919) 676-3386,2000-07-01,Food Stand,5802,-78.64059755,35.85499399,M,"{""coordinates"": [-78.6406001651199, 35.85500108413854], ""type"": ""Point""}","35.85500108413854, -78.6406001651199",04092021010,FOOD LION #1482 DELI,very positive,98,0.29996547
5426 SIX FORKS RD,NA,RALEIGH,NC,27609-4436,(919) 676-3386,2000-07-01,Food Stand,5803,-78.64059755,35.85499399,M,"{""coordinates"": [-78.6406001651199, 35.85500108413854], ""type"": ""Point""}","35.85500108413854, -78.6406001651199",04092021009,FOOD LION #1482 MEAT MARKET,very positive,99,0.27980196
4827 GROVE BARTON RD,NA,RALEIGH,NC,27613,NA,2000-07-01,Meat Market,5846,-78.71866353,35.86919666,M,"{""coordinates"": [-78.7186661650445, 35.86920375425917], ""type"": ""Point""}","35.86920375425917, -78.7186661650445",04092300149,FOOD LION #1557 MEAT MARKET,very positive,98,0.30250308
3685 NEW BERN AVE,NA,RALEIGH,NC,27610-1232,(919) 231-7294,2000-07-01,Meat Market,5850,-78.57923889999998,35.79885066,M,"{""coordinates"": [-78.57924149152322, 35.798857742548705], ""type"": ""Point""}","35.798857742548705, -78.57924149152322",04092300153,FOOD LION #1259 MEAT MARKET,very positive,99,0.31354982
3926 WESTERN BLVD,NA,RALEIGH,NC,27606-1937,(919) 664-8059,2000-07-01,Meat Market,5860,-78.69252396,35.78575692,M,"{""coordinates"": [-78.69252658682659, 35.78576399999761], ""type"": ""Point""}","35.78576399999761, -78.69252658682659",04092300163,FOOD LION #1573 MEAT MARKET,very positive,97.5,0.2937249
8320-120 LITCHFORD RD,NA,RALEIGH,NC,27615-2464,(919) 790-8146,2000-07-01,Meat Market,5863,-78.59988047,35.89223606,M,"{""coordinates"": [-78.59988307511415, 35.89224316772374], ""type"": ""Point""}","35.89224316772374, -78.59988307511415",04092300166,FOOD LION #572 MEAT MARKET,very positive,98.5,0.3408853
2720 LAKE WHEELER RD,NA,RALEIGH,NC,27603-5861,(919) 755-3856,2000-07-01,Meat Market,5867,-78.68034205,35.74406085,M,"{""coordinates"": [-78.68034466728845, 35.74406792233418], ""type"": ""Point""}","35.74406792233418, -78.68034466728845",04092300170,FOOD LION #649 MEAT MARKET,very positive,99.5,0.333953
2861 JONES FRANKLIN RD,NA,RALEIGH,NC,27606-4346,(919) 233-9708,2000-07-01,Meat Market,5873,-78.7377362,35.74360868,M,"{""coordinates"": [-78.73773884062439, 35.7436157425119], ""type"": ""Point""}","35.7436157425119, -78.73773884062439",04092300176,FOOD LION #816 MEAT MARKET,very positive,99.5,0.37438843
2458 SW CARY PKY,NA,CARY,NC,27513-5318,(919) 481-1822,2000-07-01,Meat Market,5876,-78.82085568,35.76364284,M,"{""coordinates"": [-78.82085834054683, 35.7636499105793], ""type"": ""Point""}","35.7636499105793, -78.82085834054683",04092300179,FOOD LION #624 MEAT MARKET,very positive,99.5,0.31613967
208 CROSSROADS BLVD,NA,CARY,NC,27511-6892,(919) 233-1494,1996-12-11,Restaurant,5902,-78.73871469,35.76064643,M,"{""coordinates"": [-78.73871732686946, 35.76065349732471], ""type"": ""Point""}","35.76065349732471, -78.73871732686946",04092011980,REMINGTON GRILL,very positive,95,0.311714
1018 E DAVIE ST,NA,RALEIGH,NC,27601-1624,(919) 856-7676 ext. 21036,1991-10-16,Public School Lunchrooms,5993,-78.62331049,35.77426384,M,"{""coordinates"": [-78.62331309200418, 35.77427091590362], ""type"": ""Point""}","35.77427091590362, -78.62331309200418",04092110031,HUNTER ELEMENTARY CAFETERIA,positive,100,0.34152812
5510 FALLS OF NEUSE RD,NA,RALEIGH,NC,27609-4760,(919) 872-2133,1991-09-17,Private School Lunchrooms,6037,-78.61430473,35.85708216,M,"{""coordinates"": [-78.61430733516826, 35.85708925110578], ""type"": ""Point""}","35.85708925110578, -78.61430733516826",04092050004,FRIENDSHIP CHRISTIAN SCH. CAFETERIA,very positive,99,0.40000856
2201 SPRING FOREST RD,NA,RALEIGH,NC,27615-7536,(919) 850-8796,1991-09-17,Public School Lunchrooms,6077,-78.60299973,35.86585707,M,"{""coordinates"": [-78.60300232921661, 35.865864167097314], ""type"": ""Point""}","35.865864167097314, -78.60300232921661",04092110057,MILLBROOK SR. HIGH CAFETERIA,positive,100,0.35619262
1519 MORRISVILLE PKY,NA,MORRISVILLE,NC,27560-9376,(919) 460-3400 ext. 21783,1991-09-17,Public School Lunchrooms,6093,-78.84656691,35.81141483,M,"{""coordinates"": [-78.84656958090787, 35.811421910314536], ""type"": ""Point""}","35.811421910314536, -78.84656958090787",04092110033,MORRISVILLE ELEMENTARY CAFETERIA,positive,100,0.36223492
3201-101 EDWARDS MILL RD,STE 101,RALEIGH,NC,27612-5385,(919) 781-1448,1991-05-06,Restaurant,6169,-78.70695545,35.82544758,M,"{""coordinates"": [-78.70695808666805, 35.825454670449396], ""type"": ""Point""}","35.825454670449396, -78.70695808666805",04092010154,CHINA STAR,very negative,97,0.3189162
2434 WYCLIFF RD,NA,RALEIGH,NC,27607-2903,(919) 789-8180,2000-11-09,Restaurant,6230,-78.69299571,35.81676957,M,"{""coordinates"": [-78.69299833280911, 35.81677665926294], ""type"": ""Point""}","35.81677665926294, -78.69299833280911",04092013229,SUSHI & THAI RESTAURANT,very positive,97.5,0.34776098
2000 FAIRVIEW RD,NA,RALEIGH,NC,27608-2316,(919) 856-8551,2001-01-24,Restaurant,6289,-78.64632273,35.80453192,M,"{""coordinates"": [-78.64632533797877, 35.804539005717565], ""type"": ""Point""}","35.804539005717565, -78.64632533797877",04092013271,HAYES BARTON CAFE & DESSERTERY,very positive,97.5,0.3845395
3311 CAPITAL BLVD,NA,RALEIGH,NC,27604-3339,(919) 872-1688,1991-05-02,Restaurant,6428,-78.58785441,35.82525799,M,"{""coordinates"": [-78.5878570056585, 35.825265084176884], ""type"": ""Point""}","35.825265084176884, -78.5878570056585",04092010593,ADVENTURE LANDING,positive,99,0.3589481
1012 AIRPORT BLVD,NA,MORRISVILLE,NC,27560-9195,(919) 468-0180,2001-09-28,Restaurant,6506,-78.81827567,35.85781916,M,"{""coordinates"": [-78.81827833273736, 35.857826246059666], ""type"": ""Point""}","35.857826246059666, -78.81827833273736",04092013412,STAYBRIDGE SUITES SUNDOWNER ROOM,positive,96.5,0.34080195
6325 - 19 FALLS OF NEUSE RD,NA,RALEIGH,NC,27615,(919) 872-7161,2001-10-05,Restaurant,6515,-78.62251588,35.86923291,M,"{""coordinates"": [-78.6225184937636, 35.86924000543006], ""type"": ""Point""}","35.86924000543006, -78.6225184937636",04092013418,TAZA GRILL,positive,99,0.29729936
2811 BRENTWOOD RD,NA,RALEIGH,NC,27604-3225,(919) 872-8440,1991-05-02,Restaurant,6611,-78.5961504,35.81728333,M,"{""coordinates"": [-78.5961529937974, 35.81729041338448], ""type"": ""Point""}","35.81729041338448, -78.5961529937974",04092010237,EL DORADO MEXICAN RESTAURANT,very positive,95.5,0.47740176
3215 WAKE FOREST RD,NA,RALEIGH,NC,27609-7446,(919) 876-9556,1991-04-05,Restaurant,6608,-78.62096506,35.82707549,M,"{""coordinates"": [-78.62096767016368, 35.82708258131056], ""type"": ""Point""}","35.82708258131056, -78.62096767016368",04092010218,DENNY'S RESTAURANT,positive,96.5,0.32792875
9820 - 170 LEESVILLE RD,NA,RALEIGH,NC,27613,(919) 845-4779,2001-06-13,Restaurant,6303,-78.72831743,35.90722226,M,"{""coordinates"": [-78.72832007606615, 35.9072293611542], ""type"": ""Point""}","35.9072293611542, -78.72832007606615",04092013342,LAS PALMAS III,very positive,95,0.3163262
1367 SE MAYNARD,NA,CARY,NC,27511,(919) 469-1115,2001-07-12,Food Stand,6327,-78.76385822,35.78883293,M,"{""coordinates"": [-78.76386086366499, 35.78884000929305], ""type"": ""Point""}","35.78884000929305, -78.76386086366499",04092021080,DOMINO'S PIZZA #5505,very positive,97.5,0.5496334
123 MIDDLE CREEK PARK AVE,NA,CARY,NC,27539,(919) 773-3842,2001-08-02,Public School Lunchrooms,6384,-78.75881439,35.66888779,M,"{""coordinates"": [-78.75881703096191, 35.668894840885415], ""type"": ""Point""}","35.668894840885415, -78.75881703096191",04092110126,MIDDLE CREEK HIGH SCHOOL CAFETERIA,positive,100,0.38121334
5200 DILLARD DR,NA,RALEIGH,NC,27606,(919) 233-4228 ext. 24033,1999-01-13,Public School Lunchrooms,6999,-78.72633838,35.75185524,M,"{""coordinates"": [-78.72634101593819, 35.75186231456494], ""type"": ""Point""}","35.75186231456494, -78.72634101593819",04092110114,DILLARD DRIVE MIDDLE SCHOOL CAFETERIA,positive,100,0.3374285
1450 US 70 HWY,NA,GARNER,NC,27529,(919) 661-2604,1998-06-22,Restaurant,7054,-78.64196989,35.72164018,M,"{""coordinates"": [-78.64197249669176, 35.721647245754596], ""type"": ""Point""}","35.721647245754596, -78.64197249669176",04092012262,INTERNATIONAL HOUSE OF PANCAKES,very positive,97.5,0.50033337
616 TUCKER ST,NA,RALEIGH,NC,27603-1232,(919) 832-2592,1991-03-18,Elderly Nutrition Sites (catered),7203,-78.64835189,35.78662875,M,"{""coordinates"": [-78.64835450320666, 35.78663582662974], ""type"": ""Point""}","35.78663582662974, -78.64835450320666",04092090006,ELDERLY NUTRITION CENTER TUCKER ST,positive,100,0.31934452
330 HILLSBOROUGH ST,NA,RALEIGH,NC,27603-1726,(919) 829-3663,1997-09-05,Restaurant,7231,-78.64468881,35.78102351,M,"{""coordinates"": [-78.64469141916882, 35.78103058667542], ""type"": ""Point""}","35.78103058667542, -78.64469141916882",04092012120,SECOND EMPIRE AT DODD-HINSDALE,positive,98,0.26073402
1000 EVANS RD,NA,CARY,NC,27513-3111,(919) 460-3528 ext. 21344,1996-08-23,Public School Lunchrooms,7298,-78.79252626,35.80255109,M,"{""coordinates"": [-78.79252891365985, 35.80255816782225], ""type"": ""Point""}","35.80255816782225, -78.79252891365985",04092110106,WEST CARY MIDDLE SCH.CAFETERIA,positive,100,0.29705757
1130 BUCK JONES RD,NA,RALEIGH,NC,27606,(919) 380-0122,2004-10-27,Restaurant,7395,-78.74145494,35.76819877,M,"{""coordinates"": [-78.74145757526445, 35.76820583848443], ""type"": ""Point""}","35.76820583848443, -78.74145757526445",04092014180,REY'S,very positive,98,0.316684
4524 OLD WAKE FOREST RD,NA,RALEIGH,NC,27609,(919) 872-6012,2004-11-12,Restaurant,7397,-78.60995698,35.8419524,M,"{""coordinates"": [-78.60995958127731, 35.84195949733082], ""type"": ""Point""}","35.84195949733082, -78.60995958127731",04092014176,LOS CUATES MEXICAN RESTAURANT,very positive,94,0.29966733
148 SHENSTONE BLVD,NA,GARNER,NC,27529,(919) 661-5238,2004-12-03,Restaurant,7424,-78.58054024,35.69110486,M,"{""coordinates"": [-78.58054282990736, 35.69111192234766], ""type"": ""Point""}","35.69111192234766, -78.58054282990736",04092014196,BUFFALO WILD WINGS # 113,very positive,95,0.36347255
3416 POOLE RD,STE 112,RALEIGH,NC,27610-2918,(919) 231-6223,2005-01-05,Restaurant,7471,-78.57953442,35.76724484,M,"{""coordinates"": [-78.5795370084508, 35.76725192229848], ""type"": ""Point""}","35.76725192229848, -78.5795370084508",04092014221,SUBWAY #2615,very positive,97.5,0.28589723
4020-128 CAPITAL BLVD,NA,RALEIGH,NC,27604,(919) 625-8172,2005-01-18,Mobile Food Units,7484,-78.57967665,35.83551025,M,"{""coordinates"": [-78.5796792488391, 35.83551734072338], ""type"": ""Point""}","35.83551734072338, -78.5796792488391",04092030128,ANTOJITOS DONA MARY (WCID #004),positive,78.5,0.23205183
4801 THORTON RD,NA,RALEIGH,NC,27616,(919) 862-0904,2005-03-02,Restaurant,7557,-78.55724525,35.89902231,M,"{""coordinates"": [-78.55724783828224, 35.89902941924253], ""type"": ""Point""}","35.89902941924253, -78.55724783828224",04092014261,SHEETZ #361,very positive,99.5,0.25457156
10251 LITTLE BRIER CREEK LN,STE 105,RALEIGH,NC,27617,(919) 523-4592,2005-03-14,Food Stand,7575,-78.785168,35.91133298,M,"{""coordinates"": [-78.78517065923464, 35.91134007841621], ""type"": ""Point""}","35.91134007841621, -78.78517065923464",04092021313,PAPA JOHN'S PIZZA #1734,very positive,98,0.37251854
2900 SPRING FOREST RD,NA,RALEIGH,NC,27616,(919) 876-4222,2005-03-30,Restaurant,8477,-78.59114223,35.85494991,M,"{""coordinates"": [-78.59114482917498, 35.85495700600807], ""type"": ""Point""}","35.85495700600807, -78.59114482917498",04092014288,STROMBOLI'S,very positive,95.5,0.35770863
750 W WILLIAMS ST,NA,APEX,NC,27502,(919) 362-3782,2005-04-13,Food Stand,8514,-78.86276232,35.73802969,M,"{""coordinates"": [-78.86276499749108, 35.73803674828795], ""type"": ""Point""}","35.73803674828795, -78.86276499749108",04092021322,HARRIS TEETER #58 MEAT/SEAFOOD,positive,99,0.2918519
413 AIRPORT BLVD,4/10 MILE FROM CHAPEL HILL RD ON LEFT,MORRISVILLE,NC,27560,(919) 395-6238,2005-06-21,Mobile Food Units,8569,-78.82990059,35.84390558,M,"{""coordinates"": [-78.82990325735416, 35.84391266463741], ""type"": ""Point""}","35.84391266463741, -78.82990325735416",04092030136,TAQUERIA ESMERALDA (WCID #031),positive,98.5,0.32160828
1201 HADDON HALL DR,NA,APEX,NC,27502,(919) 387-6336,2005-07-01,Restaurant,8594,-78.87101582,35.74215135,M,"{""coordinates"": [-78.8710185002472, 35.74215841323538], ""type"": ""Point""}","35.74215841323538, -78.8710185002472",04092014346,CARRABBA'S ITALIAN GRILL #8412,very positive,98.5,0.30231112
4093 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 380-0354,2005-08-05,Food Stand,8618,-78.85811524,35.8356255,M,"{""coordinates"": [-78.85811792183976, 35.83563258099752], ""type"": ""Point""}","35.83563258099752, -78.85811792183976",04092021338,HARRIS TEETER #104 MEAT MARKET,positive,99,0.30472547
4093 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 380-0354,2005-08-05,Food Stand,8621,-78.85811524,35.8356255,M,"{""coordinates"": [-78.85811792183976, 35.83563258099752], ""type"": ""Point""}","35.83563258099752, -78.85811792183976",04092021339,HARRIS TEETER #104 DELI,positive,97,0.29884306
4093 DAVIS DR,NA,MORRISVILLE,NC,27520,(919) 380-0354,2005-08-05,Food Stand,8622,-78.85811524,35.8356255,M,"{""coordinates"": [-78.85811792183976, 35.83563258099752], ""type"": ""Point""}","35.83563258099752, -78.85811792183976",04092021337,HARRIS TEETER #104 PRODUCE,very positive,98.5,0.35082206
5277 SUNSET LAKE RD,NA,HOLLY SPRINGS,NC,27540,(919) 363-3059,2005-08-15,Food Stand,8645,-78.79652369,35.66679612,M,"{""coordinates"": [-78.79652633853732, 35.66680317320954], ""type"": ""Point""}","35.66680317320954, -78.79652633853732",04092021342,HARRIS TEETER #118 DELI,positive,97,0.29518715
4421 NEW BERN AVE,NA,RALEIGH,NC,27610,(919) 231-3271,2005-10-19,Restaurant,8759,-78.56075374,35.79892391,M,"{""coordinates"": [-78.56075632933582, 35.79893100006651], ""type"": ""Point""}","35.79893100006651, -78.56075632933582",04092014405,STARBUCKS # 9465,very positive,95.5,0.2967845
2207 S MAIN ST,NA,WAKE FOREST,NC,27587,(919) 554-4924,2005-12-05,Restaurant,8818,-78.53614341,35.94669522,M,"{""coordinates"": [-78.53614599749427, 35.94670233491515], ""type"": ""Point""}","35.94670233491515, -78.53614599749427",04092014444,TACO BELL #22798,very positive,98.5,0.273664
7420 SIX FORKS  RD,NA,RALEIGH,NC,27615,(919) 844-6330,2005-12-08,Restaurant,8823,-78.64526746,35.88157149,M,"{""coordinates"": [-78.64527007480088, 35.88157858678934], ""type"": ""Point""}","35.88157858678934, -78.64527007480088",04092014447,LA RANCHERITA MEXICAN RESTAURANT,very positive,95,0.37596965
10251 LITTLE BRIER CREEK LN,NA,RALEIGH,NC,27617,(919) 484-4113,2005-12-01,Restaurant,8835,-78.785168,35.91133298,M,"{""coordinates"": [-78.78517065923464, 35.91134007841621], ""type"": ""Point""}","35.91134007841621, -78.78517065923464",04092014455,PEI WEI ASIAN DINER #108,very positive,96,0.3362254
8680 GLENWOOD AVE,NA,RALEIGH,NC,27612,(919) 277-0600,2005-12-05,Restaurant,8840,-78.74320378,35.8867449,M,"{""coordinates"": [-78.74320642530654, 35.88675199448894], ""type"": ""Point""}","35.88675199448894, -78.74320642530654",04092014458,BOJANGLES #36,very positive,97.5,0.22765352
3000 HOLSTON LN,NA,RALEIGH,NC,27610,(919) 231-6045,2006-01-27,Institutional Food Service,8926,-78.58302974,35.78492867,M,"{""coordinates"": [-78.5830323348228, 35.784935748922486], ""type"": ""Point""}","35.784935748922486, -78.5830323348228",04092160047,CAPITAL NURSING AND REHABILITATION CENTER KITCHEN,very positive,98.5,0.49956965
14 E HARGETT ST,NA,RALEIGH,NC,27601,(919) 833-0999,2006-03-21,Restaurant,8985,-78.63861647,35.77806083,M,"{""coordinates"": [-78.63861907490136, 35.77806791000607], ""type"": ""Point""}","35.77806791000607, -78.63861907490136",04092014534,RALEIGH TIMES BAR,positive,93,0.34084302
6405 FALLS OF NEUSE RD,NA,RALEIGH,NC,27615,(919) 872-6902,2006-04-25,Restaurant,9087,-78.62197848,35.87045657,M,"{""coordinates"": [-78.62198109271196, 35.87046367113085], ""type"": ""Point""}","35.87046367113085, -78.62198109271196",04092014550,KFC/TACO BELL #J120093,very positive,96,0.3574357
1599 US 70 HWY,NA,GARNER,NC,27529,(919) 662-1003,2006-04-21,Restaurant,9090,-78.65015189,35.72389051,M,"{""coordinates"": [-78.65015450295262, 35.723897580927606], ""type"": ""Point""}","35.723897580927606, -78.65015450295262",04092014552,KFC #J120099,very positive,94.5,0.3511833
6024 FALLS OF NEUSE RD,NA,RALEIGH,NC,27609,(919) 872-5786,2006-04-10,Food Stand,9102,-78.61874148,35.8662804,M,"{""coordinates"": [-78.61874408351265, 35.8662875027378], ""type"": ""Point""}","35.8662875027378, -78.61874408351265",04092021383,HARRIS TEETER #344 MEAT/SEAFOOD,positive,99,0.28729802
6024 FALLS OF NEUSE RD,NA,RALEIGH,NC,27609,(919) 872-5786,2006-04-10,Food Stand,9103,-78.61874148,35.8662804,M,"{""coordinates"": [-78.61874408351265, 35.8662875027378], ""type"": ""Point""}","35.8662875027378, -78.61874408351265",04092021384,HARRIS TEETER #344 PRODUCE,very positive,98,0.3226897
2800 KIDD RD,NA,RALEIGH,NC,27610,(919) 231-7575,2006-05-31,Institutional Food Service,9222,-78.59052182,35.77875601,M,"{""coordinates"": [-78.59052441622435, 35.77876308969469], ""type"": ""Point""}","35.77876308969469, -78.59052441622435",04092160054,WAKE ASSISTED LIVING (KITCHEN),positive,97,0.38454607
11 W JONES ST,NA,RALEIGH,NC,27601,(919) 798-0590,2005-10-25,Mobile Food Units,9224,-78.63943264,35.78220966,M,"{""coordinates"": [-78.6394352513831, 35.78221674305162], ""type"": ""Point""}","35.78221674305162, -78.6394352513831",04092030158,FOODLAND MOBILE FOOD UNIT (WCID #170),very positive,100,0.35490358
3925 BARWELL RD,NA,RALEIGH,NC,27610,(919) 661-5405 ext. 20754,2006-07-06,Public School Lunchrooms,9292,-78.55085967,35.73215192,M,"{""coordinates"": [-78.5508622542089, 35.73215899433112], ""type"": ""Point""}","35.73215899433112, -78.5508622542089",04092110158,BARWELL ROAD ELEM. SCH. CAFETERIA,positive,98.5,0.28040797
808 HIGH HOUSE RD,NA,CARY,NC,27513,(919) 468-6100,2005-08-16,Restaurant,8642,-78.82208933,35.78588323,M,"{""coordinates"": [-78.82209199750176, 35.78589029914072], ""type"": ""Point""}","35.78589029914072, -78.82209199750176",04092014366,ST. MICHAEL THE ARCH ANGEL CATHOLIC CHURCH,very positive,98.5,0.41560912
0 JONES  ST,NA,RALEIGH,NC,27602,(919) 345-8138,2006-06-16,Pushcarts,9160,-78.64538741,35.7827612,T,"{""coordinates"": [-78.64539002235034, 35.78276828219637], ""type"": ""Point""}","35.78276828219637, -78.64539002235034",04092040178,A TASTE OF NEW YORK #5 (WCID #125),very positive,100,0.51940006
1100-113 RALEIGH BLVD,NA,RALEIGH,NC,27610,(919) 828-2118,2006-12-22,Restaurant,9498,-78.61144573,35.79422483,M,"{""coordinates"": [-78.6114483266272, 35.794231909941225], ""type"": ""Point""}","35.794231909941225, -78.6114483266272",04092014754,LAM'S GARDEN RESTAURANT,positive,93.5,0.3420735
10750 WAKEFIELD COMMONS DR,STE 101,RALEIGH,NC,27614,(919) 453-2875,2007-03-23,Restaurant,9609,-78.54122916,35.94195239,M,"{""coordinates"": [-78.54123175156063, 35.94195950305885], ""type"": ""Point""}","35.94195950305885, -78.54123175156063",04092014805,MIZU SUSHI STEAK SEAFOOD,positive,98.5,0.27460337
1000 BEAVER CREEK COMMONS DR,NA,APEX,NC,27502,(919) 362-6369,2007-04-05,Restaurant,9677,-78.8731794,35.74520176,M,"{""coordinates"": [-78.87318207790594, 35.745208826353064], ""type"": ""Point""}","35.745208826353064, -78.87318207790594",04092014842,PANDA EXPRESS #1352,very positive,98,0.35115477
100 WOODLAND POND DR,NA,CARY,NC,27513,(919) 447-4190,2007-04-26,Restaurant,9706,-78.76458185,35.82989317,M,"{""coordinates"": [-78.76458449928711, 35.82990025176246], ""type"": ""Point""}","35.82990025176246, -78.76458449928711",04092014852,UMSTEAD HOTEL & SPA POOL BAR,very positive,98.5,0.35314465
6102 FALLS OF NEUSE RD,NA,RALEIGH,NC,27609,(919) 877-8544,2007-04-26,Restaurant,9712,-78.61874148,35.8662804,M,"{""coordinates"": [-78.61874408351265, 35.8662875027378], ""type"": ""Point""}","35.8662875027378, -78.61874408351265",04092014855,CHIPOTLE MEXICAN GRILL #0942,very positive,99,0.24417421
7413 LOUISBURG RD,NA,RALEIGH,NC,27616,(919) 872-4844,2007-05-16,Food Stand,9744,-78.54113542,35.87598972,M,"{""coordinates"": [-78.54113800575715, 35.875996826662494], ""type"": ""Point""}","35.875996826662494, -78.54113800575715",04092021451,SPEEDWAY #6982,very positive,98.5,0.33112428
4141 PARKLAKE AVE,NA,RALEIGH,NC,27612,(919) 785-1232,2007-06-13,Restaurant,9803,-78.68985362,35.83548258,M,"{""coordinates"": [-78.68985624260998, 35.83548967098507], ""type"": ""Point""}","35.83548967098507, -78.68985624260998",04092014884,GLENLAKE CAFE AND CATERING,positive,98.5,0.39856547
7200-10 KIT CREEK RD,NA,RESEARCH TRIANGLE PARK,NC,27709,(919) 699-9574 ext. 6109,2007-07-06,Restaurant,9867,0,0,U,NA,NA,04092014908,CISCO SYSTEMS BUILDING 10 STILLWATER CAFE,very positive,100,0.4971134
200 BLOCK CABARRUS ST,NA,RALEIGH,NC,27602,(919) 846-9863,2007-07-24,Pushcarts,9898,-78.64362263,35.77435666,T,"{""coordinates"": [-78.64362523858843, 35.774363735658156], ""type"": ""Point""}","35.774363735658156, -78.64362523858843",04092040193,A TASTE OF NEW YORK #7 (WCID #213),very positive,100,0.4428555
