pid,zipcode,own_occ,av_total,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,Population,Pop_Density,Median_Income,City_State
90510,2136,Y,246800,13774,1957,0,1667,1,R,RR,G,F,7,3,2,0,N,1,N,F,N,0,F,F,F,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90540,2124,N,512200,4240,1941,0,1530,2,R,CL,G,M,6,3,1,1,M,1,M,W,N,1,A,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
90550,2131,Y,435600,9438,1890,0,1572,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90560,2130,Y,574300,3955,1920,0,1622,2,R,CL,G,M,5,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
90580,2131,N,540600,5105,1910,0,2628,2,R,CL,G,A,13,6,3,0,S,3,S,F,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90590,2130,Y,592700,2800,1900,2002,1694,2,R,CL,G,W,8,5,2,1,N,1,S,W,N,0,F,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
90610,2130,Y,717800,2800,1900,2002,1728,2,R,CL,G,F,9,3,2,0,M,1,M,F,C,0,G,G,G,E,A,02130,35401,10618,75730,"Jamaica Plain, MA"
90620,2136,Y,288000,7509,1948,1996,1326,1.5,R,CP,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90630,2132,Y,568900,9705,1920,2010,1748,2,R,CL,G,M,8,3,1,1,M,1,M,W,C,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
90640,2131,Y,337000,6114,1930,0,864,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90650,2132,N,366600,5742,1950,0,1558,1.5,R,CP,G,B,6,4,1,1,N,1,N,W,N,0,A,F,F,N,A,02132,36314,13251,75446,"Cambridge, MA"
90660,2136,Y,497700,5014,2006,NA,1840,2,R,CL,G,M,6,4,2,1,M,1,M,E,C,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90670,2136,Y,375700,5100,1960,2013,1224,1.5,R,CP,G,W,7,3,2,0,M,1,M,W,N,0,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90680,2131,Y,463400,6250,1900,2001,1672,2,R,CL,G,M,6,3,1,1,M,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90690,2130,Y,688600,7649,1929,2001,2287,2,R,CL,G,U,10,3,2,1,S,1,S,W,N,1,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
90700,2124,N,241800,1679,1950,0,986,2,R,RM,G,M,5,3,1,1,S,1,S,F,C,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
90710,2132,Y,435300,5000,1939,0,1225,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
90730,2131,N,286400,5000,1910,2014,1177,1.5,R,CV,G,M,7,3,1,0,S,1,M,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90740,2132,Y,700900,12978,1930,2012,1858,2,R,CL,G,M,7,3,2,1,M,1,M,W,N,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
90750,2132,Y,525300,7575,1940,2014,1822,2,R,CL,G,W,8,3,3,1,S,1,M,W,N,2,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
90760,2136,Y,189500,4206,1960,0,768,1,R,BW,H,W,4,2,1,0,N,1,N,W,N,0,A,F,F,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90780,2136,Y,387200,4763,2000,2001,1752,2,R,CL,G,M,8,4,1,1,M,1,M,W,C,0,A,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90810,2124,Y,542100,6541,1941,NA,1835,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,1,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
90820,2132,Y,539400,6165,1930,0,1831,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
90830,2136,N,440300,9000,1970,1997,1988,1,R,RR,G,W,8,4,2,1,S,1,S,F,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90850,2132,Y,472100,4500,1930,2013,1608,2,R,CL,G,M,7,3,1,1,N,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
90860,2131,Y,457200,4200,1907,0,1903,2.5,R,CL,G,A,8,4,2,0,M,1,N,W,N,0,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90870,2132,Y,611000,8342,1897,0,2768,2,R,CL,H,S,7,4,1,1,S,1,N,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
90890,2132,Y,360700,5051,1920,0,1352,2,R,CL,G,M,7,3,1,0,S,1,S,F,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
90900,2131,N,533700,6600,1910,1984,1781,2,R,CL,G,W,8,4,2,2,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
90940,2136,Y,435100,6600,1999,NA,1500,2,R,CL,G,M,6,3,2,1,M,1,M,F,C,0,G,G,G,N,F,02136,28488,6207,58890,"Hyde Park, MA"
90950,2132,Y,510300,5665,1933,0,1670,2,R,CL,G,W,7,3,1,1,N,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
90960,2136,Y,283900,7087,1984,0,1684,1,R,RR,G,M,7,4,2,0,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90980,2136,Y,280100,5000,1945,2002,1352,2,R,CL,G,W,6,3,1,0,N,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
90990,2136,Y,369500,5750,1923,0,1386,1,R,BW,H,M,8,4,2,0,N,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91010,2130,Y,981000,4242,1910,2015,2193,2,R,CL,G,W,10,4,1,2,S,1,S,W,N,1,G,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91020,2132,Y,394800,3337,1920,2016,1223,1.5,R,CP,G,C,6,3,2,0,M,1,M,F,N,0,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
91030,2132,Y,403900,4690,1938,0,1224,1.5,R,CP,S,W,7,4,2,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91040,2131,N,527000,7211,1900,1993,2131,2,R,CL,G,M,8,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91050,2124,Y,478100,2200,1915,2006,2195,2.5,R,CL,G,M,9,5,1,2,M,1,M,F,N,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91100,2132,Y,514600,18151,1951,0,1120,1,R,RN,G,W,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91120,2131,Y,308300,5096,1950,0,1574,1.5,R,CP,G,M,5,3,2,0,N,1,N,F,C,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91130,2131,Y,493700,5126,1932,0,1670,2,R,CL,G,W,7,2,1,0,S,1,S,W,N,1,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
91140,2131,Y,408100,5980,1900,1993,1380,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91150,2132,Y,506400,5293,1930,2010,1456,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91170,2130,Y,681600,4500,1880,2000,1613,2,R,CL,G,M,8,5,2,0,S,1,S,W,N,0,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91190,2131,Y,416700,3820,1922,1990,1488,2,R,CL,H,M,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91220,2124,Y,285800,2900,1991,0,1277,2,R,SD,G,M,5,3,1,1,S,1,S,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91230,2130,Y,587200,5000,1930,2003,1824,2,R,CL,G,W,8,3,1,1,M,1,M,W,N,1,G,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91240,2131,Y,480100,7427,1880,0,2052,2,R,CL,H,A,7,4,1,1,S,1,S,F,N,0,F,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91250,2130,Y,670400,3093,1890,0,1696,2,R,RE,M,B,9,4,2,0,M,1,M,W,N,0,A,A,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91260,2132,Y,401600,4110,1932,1990,1632,1,R,BW,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91270,2132,Y,520400,7001,1955,0,1681,1.5,R,CP,G,M,7,4,2,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91290,2132,Y,392400,3284,1930,0,1372,2,R,CL,G,M,8,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91310,2130,Y,473400,2223,1910,0,1342,2,R,CL,G,M,6,2,1,0,S,1,S,W,N,0,F,F,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91320,2132,Y,366100,4400,1925,0,1142,1,R,BW,G,M,5,2,1,0,S,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91330,2124,Y,571300,7269,1960,0,2806,2,R,CL,H,W,8,4,2,1,M,1,M,E,C,1,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91350,2132,Y,490600,6654,1951,0,1438,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91360,2132,N,441000,4275,1920,0,1295,1,R,BW,G,M,6,3,1,0,S,1,S,W,C,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
91370,2130,Y,989300,9395,1955,2013,3000,2,R,CL,G,C,10,4,3,1,M,1,M,F,C,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91380,2130,Y,825300,3002,1888,0,2459,2.5,R,CL,G,M,9,3,2,1,S,1,M,F,C,1,G,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91390,2132,Y,531900,5000,1928,0,1625,1,R,BW,H,B,6,3,2,1,S,1,S,W,N,1,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91410,2131,Y,361200,3503,1950,0,1308,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91420,2131,Y,541500,3682,1894,2011,1992,2,R,CL,G,C,8,3,2,1,M,1,M,W,N,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
91440,2136,Y,456900,7560,1951,1994,1568,2,R,CL,G,W,6,3,1,2,S,1,M,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91450,2136,Y,339900,5002,1959,0,1224,1.5,R,CP,G,M,6,2,2,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91460,2130,Y,779900,8104,1955,1994,2129,2,R,CL,G,F,8,3,2,0,M,1,M,F,N,2,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91470,2124,Y,409900,5240,1940,0,1122,1.5,R,CP,G,F,6,2,2,0,M,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91490,2132,Y,408900,6612,1965,0,1993,1,R,RR,G,W,7,3,1,1,N,2,N,W,C,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91500,2124,N,332300,3740,1935,0,1600,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91510,2130,Y,731400,5165,1959,2012,1556,2,R,CN,F,C,8,4,2,1,M,1,M,W,C,2,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91530,2130,Y,819000,9240,1960,2006,2260,1.5,R,CV,G,F,6,3,2,1,M,1,M,F,C,1,G,G,G,N,G,02130,35401,10618,75730,"Jamaica Plain, MA"
91540,2132,Y,374800,9551,1943,1989,1306,1.5,R,CP,G,M,6,2,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91570,2124,N,478600,4340,1900,2005,2616,2,R,CL,G,W,9,5,2,1,S,1,M,W,N,0,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91580,2136,N,320300,9090,1955,0,1781,1,R,RR,G,M,7,3,1,0,S,1,S,F,C,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91590,2136,Y,509700,17317,1999,NA,1470,2,R,CL,G,M,6,3,2,1,M,1,M,F,C,1,G,G,G,N,F,02136,28488,6207,58890,"Hyde Park, MA"
91600,2131,Y,455400,5734,1950,0,1075,1,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91610,2130,Y,899000,6750,1925,1975,2028,2,R,CL,H,W,9,4,2,1,S,1,S,W,N,1,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91620,2132,Y,427600,4510,1940,2015,1424,2,R,CL,H,M,8,4,2,0,M,2,M,W,C,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91630,2130,Y,648800,4120,1850,1997,1251,1.5,R,CP,G,F,7,3,2,0,M,1,M,W,N,0,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91640,2132,Y,684400,6778,1974,0,3957,2,R,CL,H,M,9,5,3,1,S,1,S,F,C,3,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91670,2131,Y,541200,5405,1875,0,1749,2,R,CL,G,W,7,4,1,2,M,1,M,W,N,1,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
91680,2132,Y,427400,6858,1967,0,1492,2,R,SL,G,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91690,2132,Y,480000,5313,1930,2008,832,2,R,CL,H,W,8,3,2,0,M,1,M,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
91700,2136,Y,422200,6000,1900,1957,1674,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,0,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91710,2130,Y,668300,9069,1968,0,1680,2,R,CL,G,W,8,4,2,1,S,1,S,F,N,1,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91720,2124,N,408800,2720,1890,1977,1984,2,R,CL,H,A,9,5,1,1,M,1,M,W,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91730,2130,Y,300400,3364,2006,NA,1133,1.5,R,CL,G,F,7,3,1,1,M,1,M,W,N,0,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91740,2136,Y,249300,5323,1940,0,740,1,R,BW,H,W,5,2,1,0,S,1,S,F,N,0,F,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91750,2131,N,413000,6250,1925,0,1209,2,R,CL,G,M,6,2,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91760,2131,Y,533400,4550,1900,2012,1971,2,R,CL,G,M,8,4,1,1,M,1,M,W,N,0,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
91790,2136,Y,392100,7800,1908,0,1608,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91800,2124,Y,293300,4525,1924,0,1780,3,R,CL,G,M,7,3,2,0,M,1,M,F,N,0,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91810,2130,Y,705100,5991,1940,0,1760,2,R,CL,G,F,7,3,1,1,S,1,S,W,N,2,G,G,A,N,G,02130,35401,10618,75730,"Jamaica Plain, MA"
91820,2124,Y,277600,4750,1880,0,1916,2,R,CL,H,M,9,5,1,0,M,2,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91830,2132,Y,400600,6106,1950,0,1058,1,R,RN,G,M,6,3,1,1,M,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91840,2136,Y,304400,5600,1960,0,1134,1,R,CP,G,M,6,3,1,1,S,1,N,W,N,2,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91860,2124,N,228500,2407,1985,0,908,2,R,RE,G,W,4,2,1,0,S,1,S,E,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91870,2136,Y,322900,5100,1960,0,1224,1.5,R,CP,G,M,6,3,2,0,M,1,S,W,N,0,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
91880,2131,Y,342900,6300,1905,1935,1217,1.5,R,CP,G,W,7,2,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
91890,2124,Y,399200,5000,1890,0,1996,2,R,CL,G,M,7,3,2,0,M,1,M,W,N,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
91900,2132,Y,482400,6850,1920,2016,1684,2,R,CV,G,W,8,4,2,1,M,1,M,W,C,0,A,A,G,N,F,02132,36314,13251,75446,"Cambridge, MA"
91910,2131,Y,255800,3061,1940,0,1728,1.5,R,CP,G,M,8,3,1,0,S,1,S,W,N,1,A,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
91920,2132,Y,436100,10493,1966,0,1320,2,R,CL,G,W,7,3,1,1,M,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
91940,2130,Y,633300,9120,1951,0,1023,1,R,RN,G,F,8,3,1,1,M,1,M,W,N,1,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91960,2136,Y,351600,3631,1962,0,1392,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
91970,2132,Y,446500,6300,1910,2008,1961,2,R,CL,G,A,8,4,2,0,M,1,M,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
91980,2130,Y,431800,4414,1957,0,1383,1,R,CP,G,M,5,2,1,0,S,1,S,W,N,2,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
91990,2132,Y,346500,4632,1970,0,1128,1,R,RN,G,W,6,2,1,0,S,1,S,W,C,0,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92010,2132,Y,396800,4800,1920,2011,1210,1,R,CP,G,A,7,4,2,0,M,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92020,2136,N,321700,9670,1960,0,1294,1,R,RN,G,M,6,3,2,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92040,2136,Y,264200,5471,1960,0,816,1,R,RN,G,M,5,3,1,0,S,1,M,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92050,2131,Y,548700,5475,1950,2015,1704,2,R,CL,G,M,8,3,3,0,M,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
92060,2132,Y,397600,5656,1955,0,1434,1.5,R,CP,G,A,7,3,1,1,N,1,N,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92070,2132,N,466500,6276,1930,0,1918,2,R,CL,L,M,9,4,2,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92080,2132,Y,336500,3060,1950,0,1123,1,R,CP,G,W,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92100,2124,Y,390200,8952,1985,1993,1104,1,R,RR,G,M,6,2,2,1,M,1,M,E,C,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
92110,2131,Y,402400,2150,1900,2010,1721,2,R,CL,G,M,6,3,1,0,M,1,M,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
92170,2132,Y,406200,5842,1945,1985,1274,2,R,CL,G,M,6,3,1,1,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92190,2130,Y,470300,2340,1900,0,2048,2,R,CL,G,F,7,4,1,1,S,1,S,F,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
92210,2131,N,436500,4800,1925,0,964,1.5,R,CP,G,M,6,2,1,1,M,1,M,W,N,0,A,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
92230,2132,Y,516000,4913,1933,0,1597,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
92240,2136,Y,358100,10000,1920,1975,1814,2,R,CL,H,M,6,3,1,0,S,2,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92270,2136,Y,424100,8775,1875,2003,1919,2,R,CL,G,W,7,3,1,1,M,1,M,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92280,2132,Y,393800,3296,1940,0,1407,1.5,R,CV,G,M,6,3,2,0,M,1,S,F,C,0,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
92290,2124,Y,1014600,20755,1900,1997,5017,2.5,R,CL,H,F,12,6,4,1,M,1,M,W,N,2,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
92300,2131,Y,289700,7252,1960,1984,1306,1.5,R,CP,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
92320,2136,Y,395800,7000,1925,0,1578,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92330,2136,Y,308600,7874,1955,NA,1667,1,R,RR,G,M,7,3,2,0,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92340,2136,Y,379500,13890,1910,0,1754,2,R,CL,G,M,6,4,2,0,M,1,M,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92350,2132,Y,823100,6699,1935,2002,2695,2,R,TD,G,B,9,4,2,1,M,1,S,W,N,0,G,G,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92360,2132,Y,734800,8400,1880,0,3209,2,R,CL,H,F,12,4,1,1,S,1,S,F,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92370,2132,Y,357500,4350,1964,0,1456,2,R,CL,G,W,6,3,1,1,S,1,S,E,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92390,2131,Y,509800,5510,1900,0,2232,2,R,CL,G,P,10,4,1,1,S,1,S,F,N,0,P,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
92400,2131,Y,380300,4000,1957,0,1276,2,R,CL,G,W,6,3,1,1,S,1,S,E,N,1,A,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
92410,2131,Y,351800,7280,1910,2007,2150,2,R,CL,G,M,8,4,2,0,S,1,S,F,N,1,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
92440,2136,Y,315600,8701,1948,1979,1469,1.5,R,CP,G,M,8,3,1,1,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
92450,2131,Y,450000,3341,1970,1978,1380,2,R,CL,L,M,7,4,1,0,S,1,S,W,N,0,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
92460,2136,Y,323600,6250,1957,NA,1326,1.5,R,CP,S,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92470,2136,Y,309100,4500,1946,0,1117,1.5,R,CP,S,W,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92480,2132,Y,480400,5278,1930,2007,1360,1.5,R,CP,G,M,7,3,1,1,S,1,S,W,N,1,G,G,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92490,2132,N,485800,2386,2001,NA,1735,2,R,CL,G,M,7,3,3,1,M,1,M,F,C,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
92500,2132,Y,470000,5682,1930,0,2039,1,R,BW,G,M,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
92510,2131,Y,457400,7686,1988,0,1404,2,R,CL,G,M,6,3,1,1,S,1,S,P,C,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
92520,2132,Y,543000,6297,1925,2004,1591,1.5,R,BW,G,W,8,4,2,0,S,1,M,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
92530,2131,Y,463000,3680,1910,0,1865,2,R,CL,G,M,9,4,1,0,M,1,N,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
92560,2136,Y,327300,4000,1939,2003,1744,1,R,BW,H,M,8,4,1,0,M,1,S,W,N,0,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92570,2130,Y,890300,7066,1935,0,2288,2,R,CL,G,B,8,3,2,1,S,1,S,W,N,1,A,G,G,N,E,02130,35401,10618,75730,"Jamaica Plain, MA"
92580,2136,Y,274200,5108,1954,1959,1050,1,R,CP,G,M,6,2,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92590,2136,Y,290600,5000,1939,0,1280,2,R,CL,G,A,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92600,2131,Y,470000,5000,1930,0,1598,1,R,CP,G,M,7,3,1,1,S,1,S,W,N,1,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
92610,2131,Y,466100,5000,1920,1992,1181,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
92620,2136,Y,401400,7400,1920,0,2295,2,R,CL,G,U,9,5,1,1,S,1,S,W,N,2,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
92630,2131,Y,313200,6300,1940,1989,1591,1.5,R,CP,G,W,6,3,2,1,N,1,N,W,N,2,A,A,A,N,F,02131,29826,11505,66735,"Roslindale, MA"
92640,2136,Y,327100,6000,1960,2003,1523,1,R,SL,S,M,6,3,2,0,S,1,S,F,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
